Pos.,No,Crew,Gr/Cl,ss_time,Diff,Speed,ss
65,#91,Serratosa Vilaseca A.  - Bellver Serrat E. Peugeot 208 Rally4  [SR],RC4,26:56.4 [N],+13:57.1 +  0.0,43.1 43.3,2
65,#92,Roque Paulo  - Macedo Marco Peugeot 208 Rally4  [SR],RC4,26:56.4 [N],+13:57.1 +  0.0,43.1 43.3,2
65,#93,Lopes Hugo  - Neves Tiago Peugeot 208 Rally4  [SR],RC4,26:56.4 [N],+13:57.1 +  0.0,43.1 43.3,2
65,#94,Nõgene Joosep Ralf  - Lesk Aleks Peugeot 208 Rally4  [SR],RC4,26:56.4 [N],+13:57.1 +  0.0,43.1 43.3,2
65,#95,Pérez Benítez S.  - Romero García L. Peugeot 208 Rally4  [SR],RC4,26:56.4 [N],+13:57.1 +  0.0,43.1 43.3,2
65,#98,Semenov Alexander  - Ignatov A. Peugeot 208 Rally4  [SR],RC4,26:56.4 [N],+13:57.1 +  0.0,43.1 43.3,2
65,#99,Blanco Alonso P.  - Quintana Fernández I. Peugeot 208 Rally4  [SR],RC4,26:56.4 [N],+13:57.1 +  0.0,43.1 43.3,2
65,#100,Pereira Manuel  - Magalhães Pedro Peugeot 208 Rally4  [SR],RC4,26:56.4 [N],+13:57.1 +  0.0,43.1 43.3,2
1,#69,Rovanperä Kalle  - Halttunen J. Toyota GR Yaris Rally1,RC1 M,11:49.3,,95.0,3
2,#8,Tänak Ott  - Järveoja Martin Ford Puma Rally1,RC1 M,11:52.1,+2.8 +  2.8,94.6 0.15,3
3,#33,Evans Elfyn  - Martin Scott Toyota GR Yaris Rally1,RC1 M,11:53.4,+4.1 +  1.3,94.5 0.22,3
4,#6,Sordo Dani  - Carrera Cándido Hyundai i20 N Rally1,RC1 M,11:55.2,+5.9 +  1.8,94.2 0.32,3
5,#11,Neuville Thierry  - Wydaeghe M. Hyundai i20 N Rally1,RC1 M,11:55.9,+6.6 +  0.7,94.1 0.35,3
6,#7,Loubet Pierre-Louis  - Gilsoul N. Ford Puma Rally1,RC1 M,12:05.7,+16.4 +  9.8,92.9 0.88,3
7,#4,Lappi Esapekka  - Ferm Janne Hyundai i20 N Rally1,RC1 M,12:06.1,+16.8 +  0.4,92.8 0.90,3
8,#24,Mikkelsen Andreas  - Eriksen T. Škoda Fabia RS Rally2,RC2,12:35.8,+46.5 +  29.7,89.2 2.48,3
9,#25,Fourmaux Adrien  - Coria Alexandre Ford Fiesta Rally2,RC2,12:36.8,+47.5 +  1.0,89.0 2.54,3
10,#21,Solberg Oliver  - Edmondson E. Škoda Fabia RS Rally2,RC2,12:39.8,+50.5 +  3.0,88.7 2.70,3
11,#23,Suninen Teemu  - Markkula Mikko Hyundai i20 N Rally2,RC2,12:41.7,+52.4 +  1.9,88.5 2.80,3
12,#26,Rossel Yohan  - Dunand Arnaud Citroën C3 Rally2,RC2,12:43.2,+53.9 +  1.5,88.3 2.88,3
13,#20,Greensmith Gus  - Andersson Jonas Škoda Fabia RS Rally2,RC2,12:46.9,+57.6 +  3.7,87.9 3.08,3
14,#22,Gryazin Nikolay  - Aleksandrov K. Škoda Fabia RS Rally2,RC2,12:47.5,+58.2 +  0.6,87.8 3.11,3
15,#35,Bulacia Marco  - Vallejo Diego Škoda Fabia RS Rally2,RC2,12:49.9,+1:00.6 +  2.4,87.5 3.24,3
16,#30,Linnamäe Georg  - Morgan James Hyundai i20 N Rally2,RC2,12:56.0,+1:06.7 +  6.1,86.8 3.56,3
17,#68,Meeke Kris  - Fulton James Hyundai i20 N Rally2,RC2,12:56.5,+1:07.2 +  0.5,86.8 3.59,3
18,#34,Cachón Alejandro  - Jandrín Citroën C3 Rally2,RC2,12:56.8,+1:07.5 +  0.3,86.8 3.61,3
19,#39,Heller Alberto  - Allende L. Citroën C3 Rally2,RC2,13:02.2,+1:12.9 +  5.4,86.2 3.89,3
20,#46,Bulacia B.  - Coronado Jiménez A. Škoda Fabia Rally2 evo,RC2,13:03.3,+1:14.0 +  1.1,86.0 3.95,3
21,#47,Marczyk M.  - Gospodarczyk S. Škoda Fabia RS Rally2,RC2,13:03.4,+1:14.1 +  0.1,86.0 3.96,3
22,#27,Zaldivar F.  - Der Ohannesian M. Hyundai i20 N Rally2,RC2,13:06.2,+1:16.9 +  2.8,85.7 4.11,3
23,#37,McErlean Josh  - Rowan John Hyundai i20 N Rally2,RC2,13:07.8,+1:18.5 +  1.6,85.5 4.19,3
24,#29,Virves Robert  - Magalhães Hugo Ford Fiesta Rally2,RC2,13:13.7 [N],+1:24.4 +  5.9,84.9 4.51,3
25,#38,Cais Erik  - Těšínský Petr Škoda Fabia RS Rally2,RC2,13:18.0,+1:28.7 +  4.3,84.5 4.74,3
26,#40,Fernández Emilio  - Rozada Borja Škoda Fabia Rally2 evo,RC2,13:18.9,+1:29.6 +  0.9,84.4 4.79,3
27,#36,Araújo Armindo  - Ramalho Luís Škoda Fabia Rally2 evo,RC2,13:19.4,+1:30.1 +  0.5,84.3 4.81,3
28,#32,Joona Lauri  - Shemeikka Tuukka Škoda Fabia Rally2 evo,RC2,13:21.2,+1:31.9 +  1.8,84.1 4.91,3
29,#44,Correia Miguel  - Carvalho J. Škoda Fabia Rally2 evo,RC2,13:25.5,+1:36.2 +  4.3,83.7 5.14,3
30,#57,Jeets Gregor  - Taniel Timo Hyundai i20 N Rally2,RC2,13:30.8,+1:41.5 +  5.3,83.1 5.42,3
31,#55,Sousa Bernardo  - Janela José Citroën C3 Rally2,RC2,13:31.8,+1:42.5 +  1.0,83.0 5.48,3
