No.,Crew,Group,ss,Race,cou,time_SS_sec
34,Schulz  Ti,RC4,10,Latvia,30,629.8
46,Hangodi  B,RC4,10,Latvia,31,632.8
27,Maior  Nor,RC4,10,Latvia,32,633.2
21,Bertolotti,RC2,10,Latvia,33,636.2
44,Tiits  M. ,RC4,10,Latvia,34,637.0
35,Johansson ,RC4,10,Latvia,35,637.7
28,Hansen  Vi,RC4,10,Latvia,36,637.9
58,Fontana  M,RC4,10,Latvia,37,640.7
31,McRae  Max,RC4,10,Latvia,38,645.6
29,Daprà  Rob,RC4,10,Latvia,39,645.7
26,Nore  Ola ,RC4,10,Latvia,40,649.7
33,Zanin  Mat,RC4,10,Latvia,41,653.0
51,Uger  Serg,RC2,10,Latvia,42,659.3
32,Raftery  A,RC4,10,Latvia,43,662.9
61,Zakmans  I,RC2,10,Latvia,44,684.9
45,Kreuter  N,RC4,10,Latvia,45,694.8
41,Kramer  A.,RC4,10,Latvia,46,697.2
60,Orgus  Kei,RC4,10,Latvia,47,698.1
36,Andersson ,RC4,10,Latvia,48,709.2
39,Noller  Re,RC4,10,Latvia,49,850.1
