Pos.,No,Crew,Gr/Cl,ss_time,Diff,Speed,ss
39,#72,Kogure Hikaru  - Luhtinen T. Renault Clio Rally4,RC4,7:15.1,+1:17.3 +  0.2,117.6 5.44,3
40,#64,Borodin Petr  - Cheprasov Roman Ford Fiesta Rally3,RC3,7:15.7,+1:17.9 +  0.6,117.4 5.48,3
41,#56,Kohn Filip  - Woodburn Tom Ford Fiesta Rally3,RC3,7:16.1,+1:18.3 +  0.4,117.3 5.51,3
42,#45,Jylhä Tommi  - Nevanpää Kimmo Škoda Fabia R5,RC2,7:16.9,+1:19.1 +  0.8,117.1 5.57,3
43,#68,Manninen Markus  - Sillanpää T. Renault Clio Rally3,RC3,7:18.6,+1:20.8 +  1.7,116.6 5.69,3
44,#73,Otake Nao  - Salminen Marko Renault Clio Rally4,RC4,7:23.1,+1:25.3 +  4.5,115.5 6.00,3
45,#70,Räikkönen Justus  - Korhonen M. Peugeot 208 Rally4,RC4,7:26.3,+1:28.5 +  3.2,114.6 6.23,3
46,#75,Cartier Victor  - Deliot Manon Toyota Yaris Rally2-Kit,RC2,7:28.3,+1:30.5 +  2.0,114.1 6.37,3
47,#74,Fontana Matteo  - Arnaboldi A. Peugeot 208 Rally4,RC4,7:28.4,+1:30.6 +  0.1,114.1 6.38,3
48,#66,Tuuri Jari  - Kapanen Arto Škoda Fabia R5,RC2,7:30.6,+1:32.8 +  2.2,113.5 6.53,3
49,#63,Paciorkowski Marek  - Heller Kamil Ford Fiesta Rally3,RC3,7:30.8,+1:33.0 +  0.2,113.5 6.54,3
50,#62,Vihtari Tuomas  - Harvia Ville Ford Fiesta Rally3,RC3,7:42.1,+1:44.3 +  11.3,110.7 7.34,3
51,#76,Rowley Paul  - Mullen Darragh Ford Fiesta Rally2,RC2,7:46.8,+1:49.0 +  4.7,109.6 7.67,3
52,#60,Cumiskey Brendan  - Connolly M. Ford Fiesta Rally3,RC3,7:46.9,+1:49.1 +  0.1,109.6 7.68,3
53,#79,Coyne John  - Treacy Eoin Hyundai i20 N Rally2,RC2,7:47.8,+1:50.0 +  0.9,109.4 7.74,3
54,#67,McCormack Enda  - McCormack Liam Hyundai i20 N Rally2,RC2,7:52.8,+1:55.0 +  5.0,108.2 8.09,3
55,#49,Díaz-Aboitiz M.  - Sanjuan de Eusebio R. Škoda Fabia Rally2 evo,RC2,7:56.2,+1:58.4 +  3.4,107.4 8.33,3
56,#61,Laakso Ville  - Luhtaniemi Jani Ford Fiesta Rally3,RC3,7:57.4,+1:59.6 +  1.2,107.2 8.42,3
57,#77,Strobl Alexander  - Kachel André Ford Fiesta R5,RC2,7:58.6,+2:00.8 +  1.2,106.9 8.50,3
58,#81,Kaisanlahti Raimo  - Öhman Patric Ford Fiesta Rally4,RC4,8:31.4,+2:33.6 +  32.8,100.0 10.8,3
59,#78,Salin Daniel  - Salin Brigitte Škoda Fabia R5,RC2,8:36.3,+2:38.5 +  4.9,99.1 11.2,3
60,#82,Hiltunen Peter  - Tiainen Pentti Renault Clio Rally4,RC4,8:42.9,+2:45.1 +  6.6,97.8 11.6,3
