Crew,Gr/Cl,ss,Race,date,surface,competition,cou,time_SS_sec,min_time,SS.
Dodos Gi,4 1600,3,Livadia,2/4/2023,Gravel,cup,35,758.71,564.22,Livadia_03
Vassilop,2 2000,3,Livadia,2/4/2023,Gravel,cup,36,760.12,564.22,Livadia_03
Kansos P,4 2000,3,Livadia,2/4/2023,Gravel,cup,37,838.39,564.22,Livadia_03
Tsouloft,C1,1,Olympiako,30/4/2023,Gravel,Championship,1,434.49,434.49,Olympiako_01
Papadimi,C1,1,Olympiako,30/4/2023,Gravel,Championship,2,440.12,434.49,Olympiako_01
Kehagias,C1,1,Olympiako,30/4/2023,Gravel,Championship,3,452.85,434.49,Olympiako_01
Badounas,C2,1,Olympiako,30/4/2023,Gravel,Championship,4,461.26,434.49,Olympiako_01
Kirkos P,C2,1,Olympiako,30/4/2023,Gravel,Championship,5,472.31,434.49,Olympiako_01
Panteli ,C1,1,Olympiako,30/4/2023,Gravel,Championship,6,474.8,434.49,Olympiako_01
Karaniko,C5 F2,1,Olympiako,30/4/2023,Gravel,Championship,7,479.26,434.49,Olympiako_01
Lainopou,C2,1,Olympiako,30/4/2023,Gravel,Championship,8,492.89,434.49,Olympiako_01
Dimopoul,C4 F2,1,Olympiako,30/4/2023,Gravel,Championship,9,496.26,434.49,Olympiako_01
Tzemos K,C2,1,Olympiako,30/4/2023,Gravel,Championship,10,498.24,434.49,Olympiako_01
Papadopo,C2,1,Olympiako,30/4/2023,Gravel,Championship,11,501.6,434.49,Olympiako_01
Eliopoul,C2,1,Olympiako,30/4/2023,Gravel,Championship,12,507.86,434.49,Olympiako_01
Tsoulos ,C2,1,Olympiako,30/4/2023,Gravel,Championship,13,508.45,434.49,Olympiako_01
Tsetsoni,C2,1,Olympiako,30/4/2023,Gravel,Championship,14,510.41,434.49,Olympiako_01
Theochar,C2,1,Olympiako,30/4/2023,Gravel,Championship,15,515.43,434.49,Olympiako_01
Giannako,C2,1,Olympiako,30/4/2023,Gravel,Championship,16,515.44,434.49,Olympiako_01
Lymperis,C2,1,Olympiako,30/4/2023,Gravel,Championship,17,515.7,434.49,Olympiako_01
Angelopo,C5 F2,1,Olympiako,30/4/2023,Gravel,Championship,18,520.1,434.49,Olympiako_01
Manetas ,C4 F2,1,Olympiako,30/4/2023,Gravel,Championship,19,529.28,434.49,Olympiako_01
Zounis I,C2,1,Olympiako,30/4/2023,Gravel,Championship,20,531.99,434.49,Olympiako_01
Amoutzas,C3 F2,1,Olympiako,30/4/2023,Gravel,Championship,21,533.68,434.49,Olympiako_01
Triantop,C4 F2,1,Olympiako,30/4/2023,Gravel,Championship,22,534.46,434.49,Olympiako_01
Paraskev,C5 F2,1,Olympiako,30/4/2023,Gravel,Championship,23,,434.49,Olympiako_01
Stavropo,C6 F2,1,Olympiako,30/4/2023,Gravel,Championship,24,,434.49,Olympiako_01
Simetra ,C2,1,Olympiako,30/4/2023,Gravel,Championship,25,536.86,434.49,Olympiako_01
Roinioti,C3 F2,1,Olympiako,30/4/2023,Gravel,Championship,26,537.35,434.49,Olympiako_01
Anastass,C4 F2,1,Olympiako,30/4/2023,Gravel,Championship,27,,434.49,Olympiako_01
Davaris ,C2,1,Olympiako,30/4/2023,Gravel,Championship,28,537.74,434.49,Olympiako_01
Giotis I,C4 F2,1,Olympiako,30/4/2023,Gravel,Championship,29,543.86,434.49,Olympiako_01
Delaport,C5 F2,1,Olympiako,30/4/2023,Gravel,Championship,30,544.5,434.49,Olympiako_01
Christod,C2,1,Olympiako,30/4/2023,Gravel,Championship,31,553.51,434.49,Olympiako_01
Kalamara,C3 F2,1,Olympiako,30/4/2023,Gravel,Championship,32,561.15,434.49,Olympiako_01
Tzavaras,C6 F2,1,Olympiako,30/4/2023,Gravel,Championship,33,562.77,434.49,Olympiako_01
Athanass,C6 F2,1,Olympiako,30/4/2023,Gravel,Championship,34,581.32,434.49,Olympiako_01
Yiangou ,C2,1,Olympiako,30/4/2023,Gravel,Championship,35,599.61,434.49,Olympiako_01
Kalaitzi,C3 F2,1,Olympiako,30/4/2023,Gravel,Championship,36,603.89,434.49,Olympiako_01
Koutsouk,C4 F2,1,Olympiako,30/4/2023,Gravel,Championship,37,618.95,434.49,Olympiako_01
Bris Pan,C3 F2,1,Olympiako,30/4/2023,Gravel,Championship,38,625.86,434.49,Olympiako_01
Lathouri,C4 F2,1,Olympiako,30/4/2023,Gravel,Championship,39,635.98,434.49,Olympiako_01
Mantas P,C6 F2,1,Olympiako,30/4/2023,Gravel,Championship,40,640.35,434.49,Olympiako_01
Golfinop,C5 F2,1,Olympiako,30/4/2023,Gravel,Championship,41,723.64,434.49,Olympiako_01
Tsouloft,C1,2,Olympiako,30/4/2023,Gravel,Championship,1,610.18,610.18,Olympiako_02
Papadimi,C1,2,Olympiako,30/4/2023,Gravel,Championship,2,622.76,610.18,Olympiako_02
Kehagias,C1,2,Olympiako,30/4/2023,Gravel,Championship,3,623.23,610.18,Olympiako_02
Badounas,C2,2,Olympiako,30/4/2023,Gravel,Championship,4,631.34,610.18,Olympiako_02
Kirkos P,C2,2,Olympiako,30/4/2023,Gravel,Championship,5,644.18,610.18,Olympiako_02
Papadopo,C2,2,Olympiako,30/4/2023,Gravel,Championship,6,666.74,610.18,Olympiako_02
Tzemos K,C2,2,Olympiako,30/4/2023,Gravel,Championship,7,666.94,610.18,Olympiako_02
Tsoulos ,C2,2,Olympiako,30/4/2023,Gravel,Championship,8,673.37,610.18,Olympiako_02
Eliopoul,C2,2,Olympiako,30/4/2023,Gravel,Championship,9,673.45,610.18,Olympiako_02
Karaniko,C5 F2,2,Olympiako,30/4/2023,Gravel,Championship,10,675.28,610.18,Olympiako_02
Lymperis,C2,2,Olympiako,30/4/2023,Gravel,Championship,11,676.8,610.18,Olympiako_02
Lainopou,C2,2,Olympiako,30/4/2023,Gravel,Championship,12,680.45,610.18,Olympiako_02
Panteli ,C1,2,Olympiako,30/4/2023,Gravel,Championship,13,685.51,610.18,Olympiako_02
Angelopo,C5 F2,2,Olympiako,30/4/2023,Gravel,Championship,14,687.19,610.18,Olympiako_02
Tsetsoni,C2,2,Olympiako,30/4/2023,Gravel,Championship,15,687.68,610.18,Olympiako_02
Theochar,C2,2,Olympiako,30/4/2023,Gravel,Championship,16,688.43,610.18,Olympiako_02
Dimopoul,C4 F2,2,Olympiako,30/4/2023,Gravel,Championship,17,688.49,610.18,Olympiako_02
Giannako,C2,2,Olympiako,30/4/2023,Gravel,Championship,18,695.55,610.18,Olympiako_02
Zounis I,C2,2,Olympiako,30/4/2023,Gravel,Championship,19,704.37,610.18,Olympiako_02
Amoutzas,C3 F2,2,Olympiako,30/4/2023,Gravel,Championship,20,705.35,610.18,Olympiako_02
Roinioti,C3 F2,2,Olympiako,30/4/2023,Gravel,Championship,21,706.53,610.18,Olympiako_02
Delaport,C5 F2,2,Olympiako,30/4/2023,Gravel,Championship,22,709.0,610.18,Olympiako_02
Triantop,C4 F2,2,Olympiako,30/4/2023,Gravel,Championship,23,710.4,610.18,Olympiako_02
Manetas ,C4 F2,2,Olympiako,30/4/2023,Gravel,Championship,24,710.73,610.18,Olympiako_02
Stavropo,C6 F2,2,Olympiako,30/4/2023,Gravel,Championship,25,716.37,610.18,Olympiako_02
Paraskev,C5 F2,2,Olympiako,30/4/2023,Gravel,Championship,26,718.51,610.18,Olympiako_02
Davaris ,C2,2,Olympiako,30/4/2023,Gravel,Championship,27,719.27,610.18,Olympiako_02
Simetra ,C2,2,Olympiako,30/4/2023,Gravel,Championship,28,721.6,610.18,Olympiako_02
Kalamara,C3 F2,2,Olympiako,30/4/2023,Gravel,Championship,29,727.55,610.18,Olympiako_02
Giotis I,C4 F2,2,Olympiako,30/4/2023,Gravel,Championship,30,734.2,610.18,Olympiako_02
Anastass,C4 F2,2,Olympiako,30/4/2023,Gravel,Championship,31,737.46,610.18,Olympiako_02
Tzavaras,C6 F2,2,Olympiako,30/4/2023,Gravel,Championship,32,739.98,610.18,Olympiako_02
Athanass,C6 F2,2,Olympiako,30/4/2023,Gravel,Championship,33,742.01,610.18,Olympiako_02
Yiangou ,C2,2,Olympiako,30/4/2023,Gravel,Championship,34,771.55,610.18,Olympiako_02
Kalaitzi,C3 F2,2,Olympiako,30/4/2023,Gravel,Championship,35,785.43,610.18,Olympiako_02
Bris Pan,C3 F2,2,Olympiako,30/4/2023,Gravel,Championship,36,789.13,610.18,Olympiako_02
Mantas P,C6 F2,2,Olympiako,30/4/2023,Gravel,Championship,37,791.37,610.18,Olympiako_02
Koutsouk,C4 F2,2,Olympiako,30/4/2023,Gravel,Championship,38,798.55,610.18,Olympiako_02
Golfinop,C5 F2,2,Olympiako,30/4/2023,Gravel,Championship,39,898.15,610.18,Olympiako_02
Tsouloft,C1,3,Olympiako,30/4/2023,Gravel,Championship,1,429.57,429.57,Olympiako_03
Kehagias,C1,3,Olympiako,30/4/2023,Gravel,Championship,2,436.36,429.57,Olympiako_03
Kirkos P,C2,3,Olympiako,30/4/2023,Gravel,Championship,3,458.25,429.57,Olympiako_03
Panteli ,C1,3,Olympiako,30/4/2023,Gravel,Championship,4,459.54,429.57,Olympiako_03
Badounas,C2,3,Olympiako,30/4/2023,Gravel,Championship,5,462.29,429.57,Olympiako_03
Karaniko,C5 F2,3,Olympiako,30/4/2023,Gravel,Championship,6,475.19,429.57,Olympiako_03
Tzemos K,C2,3,Olympiako,30/4/2023,Gravel,Championship,7,478.11,429.57,Olympiako_03
Tsetsoni,C2,3,Olympiako,30/4/2023,Gravel,Championship,8,481.44,429.57,Olympiako_03
Papadopo,C2,3,Olympiako,30/4/2023,Gravel,Championship,9,484.95,429.57,Olympiako_03
Eliopoul,C2,3,Olympiako,30/4/2023,Gravel,Championship,10,495.95,429.57,Olympiako_03
Angelopo,C5 F2,3,Olympiako,30/4/2023,Gravel,Championship,11,500.91,429.57,Olympiako_03
Tsoulos ,C2,3,Olympiako,30/4/2023,Gravel,Championship,12,504.7,429.57,Olympiako_03
Lymperis,C2,3,Olympiako,30/4/2023,Gravel,Championship,13,505.66,429.57,Olympiako_03
Theochar,C2,3,Olympiako,30/4/2023,Gravel,Championship,14,508.11,429.57,Olympiako_03
Amoutzas,C3 F2,3,Olympiako,30/4/2023,Gravel,Championship,15,513.85,429.57,Olympiako_03
Giannako,C2,3,Olympiako,30/4/2023,Gravel,Championship,16,515.32,429.57,Olympiako_03
Roinioti,C3 F2,3,Olympiako,30/4/2023,Gravel,Championship,17,516.4,429.57,Olympiako_03
Simetra ,C2,3,Olympiako,30/4/2023,Gravel,Championship,18,519.26,429.57,Olympiako_03
Zounis I,C2,3,Olympiako,30/4/2023,Gravel,Championship,19,522.59,429.57,Olympiako_03
Triantop,C4 F2,3,Olympiako,30/4/2023,Gravel,Championship,20,522.69,429.57,Olympiako_03
Paraskev,C5 F2,3,Olympiako,30/4/2023,Gravel,Championship,21,522.99,429.57,Olympiako_03
Stavropo,C6 F2,3,Olympiako,30/4/2023,Gravel,Championship,22,523.58,429.57,Olympiako_03
Manetas ,C4 F2,3,Olympiako,30/4/2023,Gravel,Championship,23,530.92,429.57,Olympiako_03
Giotis I,C4 F2,3,Olympiako,30/4/2023,Gravel,Championship,24,532.9,429.57,Olympiako_03
Delaport,C5 F2,3,Olympiako,30/4/2023,Gravel,Championship,25,539.03,429.57,Olympiako_03
Davaris ,C2,3,Olympiako,30/4/2023,Gravel,Championship,26,542.94,429.57,Olympiako_03
Kalamara,C3 F2,3,Olympiako,30/4/2023,Gravel,Championship,27,545.67,429.57,Olympiako_03
Tzavaras,C6 F2,3,Olympiako,30/4/2023,Gravel,Championship,28,548.49,429.57,Olympiako_03
Athanass,C6 F2,3,Olympiako,30/4/2023,Gravel,Championship,29,549.69,429.57,Olympiako_03
Anastass,C4 F2,3,Olympiako,30/4/2023,Gravel,Championship,30,551.51,429.57,Olympiako_03
Yiangou ,C2,3,Olympiako,30/4/2023,Gravel,Championship,31,567.03,429.57,Olympiako_03
Kalaitzi,C3 F2,3,Olympiako,30/4/2023,Gravel,Championship,32,583.33,429.57,Olympiako_03
Bris Pan,C3 F2,3,Olympiako,30/4/2023,Gravel,Championship,33,600.78,429.57,Olympiako_03
Koutsouk,C4 F2,3,Olympiako,30/4/2023,Gravel,Championship,34,601.01,429.57,Olympiako_03
Mantas P,C6 F2,3,Olympiako,30/4/2023,Gravel,Championship,35,611.32,429.57,Olympiako_03
Golfinop,C5 F2,3,Olympiako,30/4/2023,Gravel,Championship,36,694.13,429.57,Olympiako_03
Tsouloft,C1,4,Olympiako,30/4/2023,Gravel,Championship,1,602.36,602.36,Olympiako_04
Kehagias,C1,4,Olympiako,30/4/2023,Gravel,Championship,2,610.26,602.36,Olympiako_04
Panteli ,C1,4,Olympiako,30/4/2023,Gravel,Championship,3,627.63,602.36,Olympiako_04
Badounas,C2,4,Olympiako,30/4/2023,Gravel,Championship,4,628.92,602.36,Olympiako_04
Kirkos P,C2,4,Olympiako,30/4/2023,Gravel,Championship,5,633.7,602.36,Olympiako_04
Tzemos K,C2,4,Olympiako,30/4/2023,Gravel,Championship,6,651.14,602.36,Olympiako_04
Karaniko,C5 F2,4,Olympiako,30/4/2023,Gravel,Championship,7,671.36,602.36,Olympiako_04
Eliopoul,C2,4,Olympiako,30/4/2023,Gravel,Championship,8,672.36,602.36,Olympiako_04
Tsetsoni,C2,4,Olympiako,30/4/2023,Gravel,Championship,9,674.94,602.36,Olympiako_04
Tsoulos ,C2,4,Olympiako,30/4/2023,Gravel,Championship,10,675.14,602.36,Olympiako_04
Angelopo,C5 F2,4,Olympiako,30/4/2023,Gravel,Championship,11,676.02,602.36,Olympiako_04
Theochar,C2,4,Olympiako,30/4/2023,Gravel,Championship,12,676.06,602.36,Olympiako_04
Giannako,C2,4,Olympiako,30/4/2023,Gravel,Championship,13,683.31,602.36,Olympiako_04
Lymperis,C2,4,Olympiako,30/4/2023,Gravel,Championship,14,683.84,602.36,Olympiako_04
Amoutzas,C3 F2,4,Olympiako,30/4/2023,Gravel,Championship,15,684.68,602.36,Olympiako_04
Roinioti,C3 F2,4,Olympiako,30/4/2023,Gravel,Championship,16,689.65,602.36,Olympiako_04
Delaport,C5 F2,4,Olympiako,30/4/2023,Gravel,Championship,17,697.14,602.36,Olympiako_04
Manetas ,C4 F2,4,Olympiako,30/4/2023,Gravel,Championship,18,702.92,602.36,Olympiako_04
Triantop,C4 F2,4,Olympiako,30/4/2023,Gravel,Championship,19,708.75,602.36,Olympiako_04
Simetra ,C2,4,Olympiako,30/4/2023,Gravel,Championship,20,709.21,602.36,Olympiako_04
Zounis I,C2,4,Olympiako,30/4/2023,Gravel,Championship,21,709.44,602.36,Olympiako_04
Stavropo,C6 F2,4,Olympiako,30/4/2023,Gravel,Championship,22,713.57,602.36,Olympiako_04
Davaris ,C2,4,Olympiako,30/4/2023,Gravel,Championship,23,715.06,602.36,Olympiako_04
Paraskev,C5 F2,4,Olympiako,30/4/2023,Gravel,Championship,24,717.63,602.36,Olympiako_04
Anastass,C4 F2,4,Olympiako,30/4/2023,Gravel,Championship,25,721.38,602.36,Olympiako_04
Giotis I,C4 F2,4,Olympiako,30/4/2023,Gravel,Championship,26,724.32,602.36,Olympiako_04
Tzavaras,C6 F2,4,Olympiako,30/4/2023,Gravel,Championship,27,724.53,602.36,Olympiako_04
Kalamara,C3 F2,4,Olympiako,30/4/2023,Gravel,Championship,28,724.94,602.36,Olympiako_04
Athanass,C6 F2,4,Olympiako,30/4/2023,Gravel,Championship,29,729.71,602.36,Olympiako_04
Yiangou ,C2,4,Olympiako,30/4/2023,Gravel,Championship,30,746.05,602.36,Olympiako_04
Kalaitzi,C3 F2,4,Olympiako,30/4/2023,Gravel,Championship,31,768.6,602.36,Olympiako_04
Mantas P,C6 F2,4,Olympiako,30/4/2023,Gravel,Championship,32,771.95,602.36,Olympiako_04
Koutsouk,C4 F2,4,Olympiako,30/4/2023,Gravel,Championship,33,772.07,602.36,Olympiako_04
Bris Pan,C3 F2,4,Olympiako,30/4/2023,Gravel,Championship,34,773.5,602.36,Olympiako_04
Golfinop,C5 F2,4,Olympiako,30/4/2023,Gravel,Championship,35,892.95,602.36,Olympiako_04
Papadopo,C2,4,Olympiako,30/4/2023,Gravel,Championship,36,944.72,602.36,Olympiako_04
Tsouloft,C1,5,Olympiako,30/4/2023,Gravel,Championship,1,604.92,604.92,Olympiako_05
Kirkos P,C2,5,Olympiako,30/4/2023,Gravel,Championship,2,624.45,604.92,Olympiako_05
Badounas,C2,5,Olympiako,30/4/2023,Gravel,Championship,3,630.03,604.92,Olympiako_05
Kehagias,C1,5,Olympiako,30/4/2023,Gravel,Championship,4,632.38,604.92,Olympiako_05
Tzemos K,C2,5,Olympiako,30/4/2023,Gravel,Championship,5,649.72,604.92,Olympiako_05
Karaniko,C5 F2,5,Olympiako,30/4/2023,Gravel,Championship,6,664.38,604.92,Olympiako_05
Papadopo,C2,5,Olympiako,30/4/2023,Gravel,Championship,7,672.09,604.92,Olympiako_05
Eliopoul,C2,5,Olympiako,30/4/2023,Gravel,Championship,8,674.83,604.92,Olympiako_05
Theochar,C2,5,Olympiako,30/4/2023,Gravel,Championship,9,677.04,604.92,Olympiako_05
Tsoulos ,C2,5,Olympiako,30/4/2023,Gravel,Championship,10,682.84,604.92,Olympiako_05
Giannako,C2,5,Olympiako,30/4/2023,Gravel,Championship,11,682.84,604.92,Olympiako_05
Amoutzas,C3 F2,5,Olympiako,30/4/2023,Gravel,Championship,12,686.95,604.92,Olympiako_05
Tsetsoni,C2,5,Olympiako,30/4/2023,Gravel,Championship,13,687.46,604.92,Olympiako_05
Lymperis,C2,5,Olympiako,30/4/2023,Gravel,Championship,14,689.79,604.92,Olympiako_05
Roinioti,C3 F2,5,Olympiako,30/4/2023,Gravel,Championship,15,692.92,604.92,Olympiako_05
Angelopo,C5 F2,5,Olympiako,30/4/2023,Gravel,Championship,16,694.68,604.92,Olympiako_05
Delaport,C5 F2,5,Olympiako,30/4/2023,Gravel,Championship,17,700.61,604.92,Olympiako_05
Davaris ,C2,5,Olympiako,30/4/2023,Gravel,Championship,18,702.31,604.92,Olympiako_05
Simetra ,C2,5,Olympiako,30/4/2023,Gravel,Championship,19,707.87,604.92,Olympiako_05
Manetas ,C4 F2,5,Olympiako,30/4/2023,Gravel,Championship,20,707.87,604.92,Olympiako_05
Triantop,C4 F2,5,Olympiako,30/4/2023,Gravel,Championship,21,710.55,604.92,Olympiako_05
Zounis I,C2,5,Olympiako,30/4/2023,Gravel,Championship,22,712.33,604.92,Olympiako_05
Paraskev,C5 F2,5,Olympiako,30/4/2023,Gravel,Championship,23,714.63,604.92,Olympiako_05
Anastass,C4 F2,5,Olympiako,30/4/2023,Gravel,Championship,24,717.84,604.92,Olympiako_05
Kalamara,C3 F2,5,Olympiako,30/4/2023,Gravel,Championship,25,723.33,604.92,Olympiako_05
Tzavaras,C6 F2,5,Olympiako,30/4/2023,Gravel,Championship,26,724.0,604.92,Olympiako_05
Stavropo,C6 F2,5,Olympiako,30/4/2023,Gravel,Championship,27,725.21,604.92,Olympiako_05
Athanass,C6 F2,5,Olympiako,30/4/2023,Gravel,Championship,28,744.54,604.92,Olympiako_05
Giotis I,C4 F2,5,Olympiako,30/4/2023,Gravel,Championship,29,745.01,604.92,Olympiako_05
Yiangou ,C2,5,Olympiako,30/4/2023,Gravel,Championship,30,752.23,604.92,Olympiako_05
Koutsouk,C4 F2,5,Olympiako,30/4/2023,Gravel,Championship,31,781.87,604.92,Olympiako_05
Mantas P,C6 F2,5,Olympiako,30/4/2023,Gravel,Championship,32,793.23,604.92,Olympiako_05
Kalaitzi,C3 F2,5,Olympiako,30/4/2023,Gravel,Championship,33,795.69,604.92,Olympiako_05
Bris Pan,C3 F2,5,Olympiako,30/4/2023,Gravel,Championship,34,801.78,604.92,Olympiako_05
Tsouloft,C1,6,Olympiako,30/4/2023,Gravel,Championship,1,594.73,594.73,Olympiako_06
Kehagias,C1,6,Olympiako,30/4/2023,Gravel,Championship,2,630.72,594.73,Olympiako_06
Badounas,C2,6,Olympiako,30/4/2023,Gravel,Championship,3,637.05,594.73,Olympiako_06
Kirkos P,C2,6,Olympiako,30/4/2023,Gravel,Championship,4,648.53,594.73,Olympiako_06
Papadopo,C2,6,Olympiako,30/4/2023,Gravel,Championship,5,656.25,594.73,Olympiako_06
Tzemos K,C2,6,Olympiako,30/4/2023,Gravel,Championship,6,657.65,594.73,Olympiako_06
Karaniko,C5 F2,6,Olympiako,30/4/2023,Gravel,Championship,7,660.83,594.73,Olympiako_06
Tsoulos ,C2,6,Olympiako,30/4/2023,Gravel,Championship,8,667.52,594.73,Olympiako_06
Tsetsoni,C2,6,Olympiako,30/4/2023,Gravel,Championship,9,678.98,594.73,Olympiako_06
Angelopo,C5 F2,6,Olympiako,30/4/2023,Gravel,Championship,10,693.08,594.73,Olympiako_06
Giannako,C2,6,Olympiako,30/4/2023,Gravel,Championship,11,696.31,594.73,Olympiako_06
Stavropo,C6 F2,6,Olympiako,30/4/2023,Gravel,Championship,12,698.92,594.73,Olympiako_06
Amoutzas,C3 F2,6,Olympiako,30/4/2023,Gravel,Championship,13,704.43,594.73,Olympiako_06
Simetra ,C2,6,Olympiako,30/4/2023,Gravel,Championship,14,705.32,594.73,Olympiako_06
Theochar,C2,6,Olympiako,30/4/2023,Gravel,Championship,15,708.84,594.73,Olympiako_06
Manetas ,C4 F2,6,Olympiako,30/4/2023,Gravel,Championship,16,710.04,594.73,Olympiako_06
Delaport,C5 F2,6,Olympiako,30/4/2023,Gravel,Championship,17,714.16,594.73,Olympiako_06
Paraskev,C5 F2,6,Olympiako,30/4/2023,Gravel,Championship,18,715.15,594.73,Olympiako_06
Anastass,C4 F2,6,Olympiako,30/4/2023,Gravel,Championship,19,718.58,594.73,Olympiako_06
Tzavaras,C6 F2,6,Olympiako,30/4/2023,Gravel,Championship,20,718.96,594.73,Olympiako_06
Roinioti,C3 F2,6,Olympiako,30/4/2023,Gravel,Championship,21,719.39,594.73,Olympiako_06
Giotis I,C4 F2,6,Olympiako,30/4/2023,Gravel,Championship,22,721.36,594.73,Olympiako_06
Davaris ,C2,6,Olympiako,30/4/2023,Gravel,Championship,23,725.7,594.73,Olympiako_06
Zounis I,C2,6,Olympiako,30/4/2023,Gravel,Championship,24,730.82,594.73,Olympiako_06
Triantop,C4 F2,6,Olympiako,30/4/2023,Gravel,Championship,25,744.23,594.73,Olympiako_06
Athanass,C6 F2,6,Olympiako,30/4/2023,Gravel,Championship,26,758.92,594.73,Olympiako_06
Kalamara,C3 F2,6,Olympiako,30/4/2023,Gravel,Championship,27,771.43,594.73,Olympiako_06
Yiangou ,C2,6,Olympiako,30/4/2023,Gravel,Championship,28,779.52,594.73,Olympiako_06
Bris Pan,C3 F2,6,Olympiako,30/4/2023,Gravel,Championship,29,791.69,594.73,Olympiako_06
Kalaitzi,C3 F2,6,Olympiako,30/4/2023,Gravel,Championship,30,809.84,594.73,Olympiako_06
Koutsouk,C4 F2,6,Olympiako,30/4/2023,Gravel,Championship,31,825.85,594.73,Olympiako_06
Mantas P,C6 F2,6,Olympiako,30/4/2023,Gravel,Championship,32,835.65,594.73,Olympiako_06
Anapolio,C1,1,Potamies,30/4/2023,Tarmac,cup,1,349.77,349.77,Potamies_01
Ktistaki,C3 F2,1,Potamies,30/4/2023,Tarmac,cup,2,357.68,349.77,Potamies_01
Peroulak,C2,1,Potamies,30/4/2023,Tarmac,cup,3,361.75,349.77,Potamies_01
Nikolida,C5 F2,1,Potamies,30/4/2023,Tarmac,cup,4,365.32,349.77,Potamies_01
Damianak,C4 F2,1,Potamies,30/4/2023,Tarmac,cup,5,367.46,349.77,Potamies_01
Frantzes,C3 F2,1,Potamies,30/4/2023,Tarmac,cup,6,372.06,349.77,Potamies_01
Titakis ,C3 F2,1,Potamies,30/4/2023,Tarmac,cup,7,374.02,349.77,Potamies_01
Kafetzak,C5 F2,1,Potamies,30/4/2023,Tarmac,cup,8,378.09,349.77,Potamies_01
Gobakis ,C3 F2,1,Potamies,30/4/2023,Tarmac,cup,9,381.99,349.77,Potamies_01
Perakis ,C4 F2,1,Potamies,30/4/2023,Tarmac,cup,10,384.01,349.77,Potamies_01
Polias M,C5 F2,1,Potamies,30/4/2023,Tarmac,cup,11,385.95,349.77,Potamies_01
Ioannidi,C5 F2,1,Potamies,30/4/2023,Tarmac,cup,12,391.63,349.77,Potamies_01
Maragaki,C6 F2,1,Potamies,30/4/2023,Tarmac,cup,13,394.96,349.77,Potamies_01
Partheni,C6 F2,1,Potamies,30/4/2023,Tarmac,cup,14,403.54,349.77,Potamies_01
Poulakis,C6 F2,1,Potamies,30/4/2023,Tarmac,cup,15,406.42,349.77,Potamies_01
Kapsalak,C3 F2,1,Potamies,30/4/2023,Tarmac,cup,16,450.47,349.77,Potamies_01
Stivakta,C6 F2,1,Potamies,30/4/2023,Tarmac,cup,17,465.13,349.77,Potamies_01
Anapolio,C1,2,Potamies,30/4/2023,Tarmac,cup,1,344.07,344.07,Potamies_02
Ktistaki,C3 F2,2,Potamies,30/4/2023,Tarmac,cup,2,350.67,344.07,Potamies_02
Peroulak,C2,2,Potamies,30/4/2023,Tarmac,cup,3,353.39,344.07,Potamies_02
Nikolida,C5 F2,2,Potamies,30/4/2023,Tarmac,cup,4,360.32,344.07,Potamies_02
Frantzes,C3 F2,2,Potamies,30/4/2023,Tarmac,cup,5,360.4,344.07,Potamies_02
Titakis ,C3 F2,2,Potamies,30/4/2023,Tarmac,cup,6,363.94,344.07,Potamies_02
Damianak,C4 F2,2,Potamies,30/4/2023,Tarmac,cup,7,367.22,344.07,Potamies_02
Kafetzak,C5 F2,2,Potamies,30/4/2023,Tarmac,cup,8,372.12,344.07,Potamies_02
Gobakis ,C3 F2,2,Potamies,30/4/2023,Tarmac,cup,9,374.96,344.07,Potamies_02
Polias M,C5 F2,2,Potamies,30/4/2023,Tarmac,cup,10,381.38,344.07,Potamies_02
Ioannidi,C5 F2,2,Potamies,30/4/2023,Tarmac,cup,11,385.77,344.07,Potamies_02
Perakis ,C4 F2,2,Potamies,30/4/2023,Tarmac,cup,12,386.0,344.07,Potamies_02
Poulakis,C6 F2,2,Potamies,30/4/2023,Tarmac,cup,13,400.51,344.07,Potamies_02
Maragaki,C6 F2,2,Potamies,30/4/2023,Tarmac,cup,14,401.89,344.07,Potamies_02
Partheni,C6 F2,2,Potamies,30/4/2023,Tarmac,cup,15,407.07,344.07,Potamies_02
Kapsalak,C3 F2,2,Potamies,30/4/2023,Tarmac,cup,16,438.76,344.07,Potamies_02
Stivakta,C6 F2,2,Potamies,30/4/2023,Tarmac,cup,17,447.05,344.07,Potamies_02
Anapolio,C1,3,Potamies,30/4/2023,Tarmac,cup,1,341.78,341.78,Potamies_03
Peroulak,C2,3,Potamies,30/4/2023,Tarmac,cup,2,348.01,341.78,Potamies_03
Ktistaki,C3 F2,3,Potamies,30/4/2023,Tarmac,cup,3,351.0,341.78,Potamies_03
Frantzes,C3 F2,3,Potamies,30/4/2023,Tarmac,cup,4,357.85,341.78,Potamies_03
Titakis ,C3 F2,3,Potamies,30/4/2023,Tarmac,cup,5,364.7,341.78,Potamies_03
Gobakis ,C3 F2,3,Potamies,30/4/2023,Tarmac,cup,6,372.24,341.78,Potamies_03
Damianak,C4 F2,3,Potamies,30/4/2023,Tarmac,cup,7,377.03,341.78,Potamies_03
Polias M,C5 F2,3,Potamies,30/4/2023,Tarmac,cup,8,378.9,341.78,Potamies_03
Ioannidi,C5 F2,3,Potamies,30/4/2023,Tarmac,cup,9,383.53,341.78,Potamies_03
Partheni,C6 F2,3,Potamies,30/4/2023,Tarmac,cup,10,399.13,341.78,Potamies_03
