Crew,Gr/Cl,ss,Race,date,surface,competition,cou,time_SS_sec
Giannoulis D. ,C5 F2,8,Kentavros,14/5/2023,Tarmac,Championship,16,454.69
Tsitsigiannis ,C5 F2,8,Kentavros,14/5/2023,Tarmac,Championship,17,455.07
Vergozissis Ap,C5 F2,8,Kentavros,14/5/2023,Tarmac,Championship,18,455.45
Perakis A.  - ,C4 F2,8,Kentavros,14/5/2023,Tarmac,Championship,19,457.78
Vatsos Nikos  ,C3 F2,8,Kentavros,14/5/2023,Tarmac,Championship,20,464.73
Vastardis Kost,C3 F2,8,Kentavros,14/5/2023,Tarmac,Championship,21,465.53
Anagnostakis K,C4 F2,8,Kentavros,14/5/2023,Tarmac,Championship,22,477.63
Manouskos Niko,C6 F2,8,Kentavros,14/5/2023,Tarmac,Championship,23,497.36
Diamantis D.  ,C4 F2,8,Kentavros,14/5/2023,Tarmac,Championship,24,507.9
Massialas Vage,C6 F2,8,Kentavros,14/5/2023,Tarmac,Championship,25,509.31
Anastasiou Mak,C5 F2,8,Kentavros,14/5/2023,Tarmac,Championship,26,513.83
Figioris Vassi,C3 F2,8,Kentavros,14/5/2023,Tarmac,Championship,27,531.36
Baxevanakis A.,C6 F2,8,Kentavros,14/5/2023,Tarmac,Championship,28,531.52
Stamatakis S. ,C6 F2,8,Kentavros,14/5/2023,Tarmac,Championship,29,561.49
Mossios Ioanni,C6 F2,8,Kentavros,14/5/2023,Tarmac,Championship,30,740.64
